:Temperature,:Pressure,G_system,G_tot,S_tot,V_tot,H_tot,TS_tot,PV-_tot,U_tot,blk_O,blk_SI,blk_TI,blk_AL,blk_FE,blk_MG,blk_MN,blk_CA,blk_NA,blk_K,blk_H,blk_E,V_solids,rho_solids,n_H2O_solids,wt_H2O_solids,pcH2O_solids,n_[abM],n_abM_[abM],x_abM_[abM],a_abM_[abM],n_anM_[abM],x_anM_[abM],a_anM_[abM],x_Na(A)_[abM],x_Ca(A)_[abM],n_[ep],n_cz_[ep],x_cz_[ep],a_cz_[ep],n_ep_[ep],x_ep_[ep],a_ep_[ep],n_fep_[ep],x_fep_[ep],a_fep_[ep],x_Al(M1)_[ep],x_Fe(M1)_[ep],x_Al(M3)_[ep],x_Fe(M3)_[ep],n_[mu],n_mu_[mu],x_mu_[mu],a_mu_[mu],n_cel_[mu],x_cel_[mu],a_cel_[mu],n_fcel_[mu],x_fcel_[mu],a_fcel_[mu],n_pa_[mu],x_pa_[mu],a_pa_[mu],n_mat_[mu],x_mat_[mu],a_mat_[mu],n_fmu1_[mu],x_fmu1_[mu],a_fmu1_[mu],x_K(A)_[mu],x_Na(A)_[mu],x_Ca(A)_[mu],x_Al(M2A)_[mu],x_Mg(M2A)_[mu],x_Fe(M2A)_[mu],x_Al(M2B)_[mu],x_F3(M2B)_[mu],x_Si(T1)_[mu],x_Al(T1)_[mu],n_[daph],n_clin_[daph],x_clin_[daph],a_clin_[daph],n_afchl_[daph],x_afchl_[daph],a_afchl_[daph],n_ames_[daph],x_ames_[daph],a_ames_[daph],n_daph_[daph],x_daph_[daph],a_daph_[daph],n_ochl1_[daph],x_ochl1_[daph],a_ochl1_[daph],n_ochl4_[daph],x_ochl4_[daph],a_ochl4_[daph],n_f3clin_[daph],x_f3clin_[daph],a_f3clin_[daph],n_mmchl_[daph],x_mmchl_[daph],a_mmchl_[daph],x_Mg(M1)_[daph],x_Al(M1)_[daph],x_Fe(M1)_[daph],x_Mn(M1)_[daph],x_Mg(M23)_[daph],x_Fe(M23)_[daph],x_Mn(M23)_[daph],x_Al(M4)_[daph],x_Mg(M4)_[daph],x_Fe(M4)_[daph],x_F3(M4)_[daph],x_Si(T2)_[daph],x_Al(T2)_[daph],n_H2O,n_q,n_ru,mvol_[abM],V_[abM],rho_[abM],Si_pfu_[abM],Al_pfu_[abM],mvol_[ep],V_[ep],rho_[ep],Al_pfu_[ep],mvol_[mu],V_[mu],rho_[mu],Mg#_[mu],Si_pfu_[mu],Al_pfu_[mu],mvol_[daph],V_[daph],rho_[daph],Mg#_[daph],Si_pfu_[daph],Al_pfu_[daph],mvol_q,V_q,rho_q,mvol_ru,V_ru,rho_ru,mvol_H2O,V_H2O,rho_H2O,n_H2O_[ep],wt_H2O_[ep],n_H2O_[mu],wt_H2O_[mu],n_H2O_[daph],wt_H2O_[daph],n_H2O_H2O,wt_H2O_H2O,n_[alm],n_py_[alm],x_py_[alm],a_py_[alm],n_alm_[alm],x_alm_[alm],a_alm_[alm],n_spss_[alm],x_spss_[alm],a_spss_[alm],n_gr_[alm],x_gr_[alm],a_gr_[alm],n_kho_[alm],x_kho_[alm],a_kho_[alm],x_Mg(X)_[alm],x_Fe(X)_[alm],x_Mn(X)_[alm],x_Ca(X)_[alm],x_Al(Y)_[alm],x_F3(Y)_[alm],n_[ab],n_ab_[ab],x_ab_[ab],a_ab_[ab],n_an_[ab],x_an_[ab],a_an_[ab],n_san_[ab],x_san_[ab],a_san_[ab],x_Na(A)_[ab],x_K(A)_[ab],x_Ca(A)_[ab],x_Al(T)_[ab],x_Si(T)_[ab],n_[annm],n_phl_[annm],x_phl_[annm],a_phl_[annm],n_annm_[annm],x_annm_[annm],a_annm_[annm],n_obi_[annm],x_obi_[annm],a_obi_[annm],n_east_[annm],x_east_[annm],a_east_[annm],n_tbi_[annm],x_tbi_[annm],a_tbi_[annm],n_fbi_[annm],x_fbi_[annm],a_fbi_[annm],n_mmbi_[annm],x_mmbi_[annm],a_mmbi_[annm],x_Mg(M3)_[annm],x_Fe(M3)_[annm],x_Al(M3)_[annm],x_Ti(M3)_[annm],x_F3(M3)_[annm],x_Mn(M3)_[annm],x_Mg(M12)_[annm],x_Fe(M12)_[annm],x_Mn(M12)_[annm],x_Si(T)_[annm],x_Al(T)_[annm],x_OH(V)_[annm],x_O(V)_[annm],n_[ames],n_clin_[ames],x_clin_[ames],a_clin_[ames],n_afchl_[ames],x_afchl_[ames],a_afchl_[ames],n_ames_[ames],x_ames_[ames],a_ames_[ames],n_daph_[ames],x_daph_[ames],a_daph_[ames],n_ochl1_[ames],x_ochl1_[ames],a_ochl1_[ames],n_ochl4_[ames],x_ochl4_[ames],a_ochl4_[ames],n_f3clin_[ames],x_f3clin_[ames],a_f3clin_[ames],n_mmchl_[ames],x_mmchl_[ames],a_mmchl_[ames],x_Mg(M1)_[ames],x_Al(M1)_[ames],x_Fe(M1)_[ames],x_Mn(M1)_[ames],x_Mg(M23)_[ames],x_Fe(M23)_[ames],x_Mn(M23)_[ames],x_Al(M4)_[ames],x_Mg(M4)_[ames],x_Fe(M4)_[ames],x_F3(M4)_[ames],x_Si(T2)_[ames],x_Al(T2)_[ames],n_[imt],n_imt_[imt],x_imt_[imt],a_imt_[imt],n_dmt_[imt],x_dmt_[imt],a_dmt_[imt],n_usp_[imt],x_usp_[imt],a_usp_[imt],x_F3(M)_[imt],x_Fe(M)_[imt],x_Ti(M)_[imt],x_F3(T)_[imt],x_Fe(T)_[imt],n_[oilm1],n_oilm1_[oilm1],x_oilm1_[oilm1],a_oilm1_[oilm1],n_dilm1_[oilm1],x_dilm1_[oilm1],a_dilm1_[oilm1],n_dhem1_[oilm1],x_dhem1_[oilm1],a_dhem1_[oilm1],x_Fe(A)_[oilm1],x_Ti(A)_[oilm1],x_F3(A)_[oilm1],x_Ti(B)_[oilm1],x_Fe(B)_[oilm1],x_F3(B)_[oilm1],mvol_[alm],V_[alm],rho_[alm],Mg#_[alm],Al_pfu_[alm],mvol_[ab],V_[ab],rho_[ab],Si_pfu_[ab],Al_pfu_[ab],mvol_[annm],V_[annm],rho_[annm],Mg#_[annm],Si_pfu_[annm],Al_pfu_[annm],mvol_[ames],V_[ames],rho_[ames],Mg#_[ames],Si_pfu_[ames],Al_pfu_[ames],mvol_[imt],V_[imt],rho_[imt],mvol_[oilm1],V_[oilm1],rho_[oilm1],n_H2O_[annm],wt_H2O_[annm],n_H2O_[ames],wt_H2O_[ames],n_[h2oL],n_q4L_[h2oL],x_q4L_[h2oL],a_q4L_[h2oL],n_abL_[h2oL],x_abL_[h2oL],a_abL_[h2oL],n_kspL_[h2oL],x_kspL_[h2oL],a_kspL_[h2oL],n_anL_[h2oL],x_anL_[h2oL],a_anL_[h2oL],n_slL_[h2oL],x_slL_[h2oL],a_slL_[h2oL],n_fo2L_[h2oL],x_fo2L_[h2oL],a_fo2L_[h2oL],n_fa2L_[h2oL],x_fa2L_[h2oL],a_fa2L_[h2oL],n_h2oL_[h2oL],x_h2oL_[h2oL],a_h2oL_[h2oL],n_[hcrd],n_crd_[hcrd],x_crd_[hcrd],a_crd_[hcrd],n_fcrd_[hcrd],x_fcrd_[hcrd],a_fcrd_[hcrd],n_hcrd_[hcrd],x_hcrd_[hcrd],a_hcrd_[hcrd],n_mncd_[hcrd],x_mncd_[hcrd],a_mncd_[hcrd],x_Mg(X)_[hcrd],x_Fe(X)_[hcrd],x_Mn(X)_[hcrd],x_V(H)_[hcrd],x_H2O(H)_[hcrd],n_sill,mvol_[h2oL],V_[h2oL],rho_[h2oL],Mg#_[h2oL],Si_pfu_[h2oL],Al_pfu_[h2oL],mvol_[hcrd],V_[hcrd],rho_[hcrd],Mg#_[hcrd],mvol_sill,V_sill,rho_sill,n_H2O_[h2oL],wt_H2O_[h2oL],n_H2O_[hcrd],wt_H2O_[hcrd],n_[usp],n_imt_[usp],x_imt_[usp],a_imt_[usp],n_dmt_[usp],x_dmt_[usp],a_dmt_[usp],n_usp_[usp],x_usp_[usp],a_usp_[usp],x_F3(M)_[usp],x_Fe(M)_[usp],x_Ti(M)_[usp],x_F3(T)_[usp],x_Fe(T)_[usp],mvol_[usp],V_[usp],rho_[usp],n_[dilm1],n_oilm1_[dilm1],x_oilm1_[dilm1],a_oilm1_[dilm1],n_dilm1_[dilm1],x_dilm1_[dilm1],a_dilm1_[dilm1],n_dhem1_[dilm1],x_dhem1_[dilm1],a_dhem1_[dilm1],x_Fe(A)_[dilm1],x_Ti(A)_[dilm1],x_F3(A)_[dilm1],x_Ti(B)_[dilm1],x_Fe(B)_[dilm1],x_F3(B)_[dilm1],mvol_[dilm1],V_[dilm1],rho_[dilm1],n_[an],n_ab_[an],x_ab_[an],a_ab_[an],n_an_[an],x_an_[an],a_an_[an],n_san_[an],x_san_[an],a_san_[an],x_Na(A)_[an],x_K(A)_[an],x_Ca(A)_[an],x_Al(T)_[an],x_Si(T)_[an],mvol_[an],V_[an],rho_[an],Si_pfu_[an],Al_pfu_[an],n_[pa],n_mu_[pa],x_mu_[pa],a_mu_[pa],n_cel_[pa],x_cel_[pa],a_cel_[pa],n_fcel_[pa],x_fcel_[pa],a_fcel_[pa],n_pa_[pa],x_pa_[pa],a_pa_[pa],n_mat_[pa],x_mat_[pa],a_mat_[pa],n_fmu1_[pa],x_fmu1_[pa],a_fmu1_[pa],x_K(A)_[pa],x_Na(A)_[pa],x_Ca(A)_[pa],x_Al(M2A)_[pa],x_Mg(M2A)_[pa],x_Fe(M2A)_[pa],x_Al(M2B)_[pa],x_F3(M2B)_[pa],x_Si(T1)_[pa],x_Al(T1)_[pa],mvol_[pa],V_[pa],rho_[pa],Mg#_[pa],Si_pfu_[pa],Al_pfu_[pa],n_H2O_[pa],wt_H2O_[pa],n_[fstp],n_fstp_[fstp],x_fstp_[fstp],a_fstp_[fstp],n_mstp_[fstp],x_mstp_[fstp],a_mstp_[fstp],x_Fe(M)_[fstp],x_Mg(M)_[fstp],n_[spss],n_py_[spss],x_py_[spss],a_py_[spss],n_alm_[spss],x_alm_[spss],a_alm_[spss],n_spss_[spss],x_spss_[spss],a_spss_[spss],n_gr_[spss],x_gr_[spss],a_gr_[spss],n_kho_[spss],x_kho_[spss],a_kho_[spss],x_Mg(X)_[spss],x_Fe(X)_[spss],x_Mn(X)_[spss],x_Ca(X)_[spss],x_Al(Y)_[spss],x_F3(Y)_[spss],n_[dhem1],n_oilm1_[dhem1],x_oilm1_[dhem1],a_oilm1_[dhem1],n_dilm1_[dhem1],x_dilm1_[dhem1],a_dilm1_[dhem1],n_dhem1_[dhem1],x_dhem1_[dhem1],a_dhem1_[dhem1],x_Fe(A)_[dhem1],x_Ti(A)_[dhem1],x_F3(A)_[dhem1],x_Ti(B)_[dhem1],x_Fe(B)_[dhem1],x_F3(B)_[dhem1],mvol_[fstp],V_[fstp],rho_[fstp],Mg#_[fstp],mvol_[spss],V_[spss],rho_[spss],Mg#_[spss],Al_pfu_[spss],mvol_[dhem1],V_[dhem1],rho_[dhem1],n_H2O_[fstp],wt_H2O_[fstp],n_ky,mvol_ky,V_ky,rho_ky,n_[py],n_py_[py],x_py_[py],a_py_[py],n_alm_[py],x_alm_[py],a_alm_[py],n_spss_[py],x_spss_[py],a_spss_[py],n_gr_[py],x_gr_[py],a_gr_[py],n_kho_[py],x_kho_[py],a_kho_[py],x_Mg(X)_[py],x_Fe(X)_[py],x_Mn(X)_[py],x_Ca(X)_[py],x_Al(Y)_[py],x_F3(Y)_[py],n_[ospr],n_spr4_[ospr],x_spr4_[ospr],a_spr4_[ospr],n_spr5_[ospr],x_spr5_[ospr],a_spr5_[ospr],n_fspm_[ospr],x_fspm_[ospr],a_fspm_[ospr],n_spro_[ospr],x_spro_[ospr],a_spro_[ospr],n_ospr_[ospr],x_ospr_[ospr],a_ospr_[ospr],x_Mg(M3)_[ospr],x_Al(M3)_[ospr],x_Fe(M3)_[ospr],x_F3(M3)_[ospr],x_Mg(M456)_[ospr],x_Fe(M456)_[ospr],x_Si(T)_[ospr],x_Al(T)_[ospr],mvol_[py],V_[py],rho_[py],Mg#_[py],Al_pfu_[py],mvol_[ospr],V_[ospr],rho_[ospr],Mg#_[ospr],Si_pfu_[ospr],Al_pfu_[ospr],n_ru-,mvol_ru-,V_ru-,rho_ru-
400,4000,-88626193,-88626193,9569.3866,2180.8467,-82184522,6441670.9,-872347.39,-83056869,183.0326,60.0495,0.70572,21.2542,5.0268,3.3368,0.061798,0.63177,2.5393,4.8597,32.745,0,2084.8593,2.7859048,11.604824,209.06415,3.5994535,1.784118,1.752185,0.9821015,0.98245854,0.031933029,0.017898496,0.036056819,0.9821015,0.017898496,0.29749624,0.053902367,0.18118671,0.19836312,0.23354357,0.78503032,0.79509778,0.010050305,0.033782964,0.033920046,0.96621704,0.033782964,0.18118671,0.81881329,5.6516595,4.4746716,0.79174473,0.78624613,0.17263398,0.030545715,0.01495875,0.14797123,0.026181909,0.012821717,0.787115,0.13927148,0.76326331,0.0048444846,0.00085717914,0.062391196,0.064423155,0.01139898,0.012329508,0.85987134,0.13927148,0.00085717914,0.94327238,0.030545715,0.026181909,0.98860102,0.01139898,0.52793522,0.47206478,1.4511041,-0.27582269,-0.19007781,0.02699521,0.32016803,0.22063753,4.6568855e-07,0.17412276,0.11999329,0.01275752,0.83511677,0.57550438,0.045186147,4.4833854e-06,3.0896373e-06,4.5606344e-07,-0.32016151,-0.22063304,3.3620809e-07,0.70531666,0.48605518,0.02578629,0.0123596,0.0085173765,2.5020254e-11,0.51661799,0.11999329,0.35487134,0.0085173765,0.41597515,0.57550747,0.0085173765,0.51393724,4.4967626e-06,3.0896373e-06,0.48605518,0.44000715,0.55999285,4.767676,32.38665,0.70572,100.99002,180.17812,2.5993569,2.9821015,1.0178985,139.76098,41.578368,3.4270375,2.1474038,140.82305,795.88394,2.8200647,0.44836691,3.0558704,2.876003,216.28743,313.85558,3.0289257,0.40960463,2.8800143,1.7539162,22.848282,739.97932,2.6297076,18.964936,13.383934,4.211235,20.13281,95.986714,0.89482194,0.14874812,2.6797391,5.6516595,101.81623,5.8044164,104.56819,4.767676,85.891018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,4000,-90187895,-90187895,11207.185,2241.5624,-80962640,9225255.6,-896633.91,-81859274,183.0326,60.0495,0.70572,21.2542,5.0268,3.3368,0.061798,0.63177,2.5393,4.8597,32.745,0,2079.3727,2.7726574,9.2273196,166.23275,2.8832881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9395531,3.6755412,0.74410401,0.77349412,0.079000341,0.015993419,0.0082189427,0.058052132,0.011752507,0.0060395597,1.0510057,0.21277344,0.70332216,0.039852202,0.0080679772,0.15725537,0.036101448,0.0073086465,0.0084248822,0.77915858,0.21277344,0.0080679772,0.97225407,0.015993419,0.011752507,0.99269135,0.0073086465,0.50983897,0.49016103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1451804,34.745585,0,0,0,0,0,0,0,0,0,0,141.09125,696.92772,2.8025666,0.45624344,3.0196779,2.9452675,0,0,0,0,0,0,23.071825,801.64403,2.6042284,0,0,0,22.69906,162.18888,0.79365752,0,0,4.9395531,88.987432,0,0,7.1451804,128.72243,0.0092661538,0.00070116693,0.075669684,0.0011838449,0.0051244631,0.55303022,0.17262786,0.0028732901,0.31008444,0.031507905,0.00040005853,0.043174173,0.00013461216,0.0001671751,0.018041477,4.0457634e-06,0.093711162,0.55303022,0.31008444,0.043174173,0.98195852,0.018041477,2.0881211,1.4882943,0.71274329,0.74725539,0.59071762,0.28289434,0.44416528,0.0091091592,0.0043623712,0.28045961,0.71274329,0.0043623712,0.28289434,0.32072358,0.67927642,1.0018957,0.17034763,0.17002532,0.066044967,0.50198057,0.50103078,0.10576971,-0.12983757,-0.1295919,0.10349657,0.22240269,0.22198188,0.049640907,0.067809435,0.067681133,0.0037073656,0.16307262,0.16276408,0.032338467,0.0061202956,0.0061087155,3.3101062e-07,0.17002532,0.37143887,0.22198188,0.067681133,0.16276408,0.0061087155,0.49286051,0.50103078,0.0061087155,0.30762702,0.69237298,0.93231887,0.067681133,0.83842007,-0.15837296,-0.18889453,0.054790773,0.21483553,0.25623854,2.0383923e-06,0.44905289,0.53559416,0.06062404,0.36510813,0.43547161,0.014790735,6.6923215e-05,7.9820626e-05,3.549781e-07,-0.21470973,-0.25608849,1.1047129e-06,0.17547583,0.20929346,0.017191203,0.0069634485,0.0083054412,3.6014759e-11,0.27671729,0.53559416,0.17938311,0.0083054412,0.55614313,0.43555143,0.0083054412,0.79047668,0.00015004671,7.9820626e-05,0.20929346,0.23231785,0.76768215,0.30481023,0.29293591,0.96104354,0.57568597,-0.063890099,-0.20960615,0.60954286,0.075764425,0.2485626,0.06358486,0.34078434,0.53493436,0.1242813,0.82130611,0.17869389,0.6573002,0.53536546,0.81449154,0.77969614,0.026780685,0.04074346,0.3191821,0.095154064,0.144765,0.30802307,0.83486327,0.02037173,0.144765,0.83486327,0.02037173,0.144765,117.75368,1.0911237,4.136058,0.14225192,1.963917,101.38576,211.70574,2.6316827,2.7171057,1.2828943,153.49929,153.79027,3.0482412,0.42932455,2.615254,1.6067278,213.66877,179.14419,2.9230367,0.53998765,2.4646357,2.8614351,45.986826,14.017255,4.9916375,32.028514,21.052349,4.7727826,0.93408624,16.827825,3.3536803,60.417489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
